3.000000000000000000e+00,4.000000000000000000e+00,3.472053879814780419e+00,7.100000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.234539199999999681e+01,-7.106961599999999635e+01
3.000000000000000000e+00,5.000000000000000000e+00,1.183355434502897596e+00,1.230000000000000000e+02,4.234002100000000013e+01,-7.110081200000000479e+01,4.234181399999999940e+01,-7.109017900000000623e+01
3.000000000000000000e+00,6.000000000000000000e+00,4.037399466730038355e+00,4.600000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.236128499999999519e+01,-7.106513999999999953e+01
3.000000000000000000e+00,7.000000000000000000e+00,6.262526981770263568e+00,2.000000000000000000e+00,4.234002100000000013e+01,-7.110081200000000479e+01,4.235341199999999873e+01,-7.104462399999999889e+01
3.000000000000000000e+00,8.000000000000000000e+00,4.084332303621857285e+00,4.200000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.235333400000000381e+01,-7.113731300000000601e+01
3.000000000000000000e+00,9.000000000000000000e+00,1.754785000964016906e+00,5.900000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.235131299999999754e+01,-7.111617400000000089e+01
3.000000000000000000e+00,1.000000000000000000e+01,6.697760092390628861e-01,3.300000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.235007499999999681e+01,-7.110588400000000320e+01
3.000000000000000000e+00,1.100000000000000000e+01,6.340617538046151580e-01,7.200000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.233862899999999740e+01,-7.110649999999999693e+01
3.000000000000000000e+00,1.200000000000000000e+01,1.376593861335321245e+00,2.620000000000000000e+02,4.234002100000000013e+01,-7.110081200000000479e+01,4.233591099999999585e+01,-7.108849599999999214e+01
3.000000000000000000e+00,1.400000000000000000e+01,2.432675991796644233e-01,2.920000000000000000e+02,4.234002100000000013e+01,-7.110081200000000479e+01,4.233717100000000499e+01,-7.110279699999999536e+01
3.000000000000000000e+00,1.500000000000000000e+01,4.207372470724778601e+00,2.000000000000000000e+00,4.234002100000000013e+01,-7.110081200000000479e+01,4.236166699999999707e+01,-7.113801999999999737e+01
3.000000000000000000e+00,1.600000000000000000e+01,2.752100813152530190e+00,8.800000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.234743300000000232e+01,-7.107616299999999399e+01
3.000000000000000000e+00,1.700000000000000000e+01,2.272126249471353443e+00,1.700000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.236507399999999990e+01,-7.111958100000001082e+01
3.000000000000000000e+00,1.800000000000000000e+01,3.327996610274061240e+00,4.000000000000000000e+00,4.234002100000000013e+01,-7.110081200000000479e+01,4.236337000000000330e+01,-7.112979099999999733e+01
3.000000000000000000e+00,1.900000000000000000e+01,6.194125409237827284e-01,8.000000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.234752699999999948e+01,-7.110582800000000248e+01
3.000000000000000000e+00,2.000000000000000000e+01,5.514699457608113420e+00,3.000000000000000000e+00,4.234002100000000013e+01,-7.110081200000000479e+01,4.235977000000000459e+01,-7.105160100000000511e+01
3.000000000000000000e+00,2.100000000000000000e+01,2.037506877625924862e+00,2.490000000000000000e+02,4.234002100000000013e+01,-7.110081200000000479e+01,4.234595900000000057e+01,-7.108257799999999804e+01
3.000000000000000000e+00,2.200000000000000000e+01,5.049109669746731477e+00,5.300000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.235217500000000257e+01,-7.105554700000000423e+01
3.000000000000000000e+00,2.400000000000000000e+01,6.165574025319284779e+00,3.000000000000000000e+00,4.234002100000000013e+01,-7.110081200000000479e+01,4.235182100000000105e+01,-7.104546100000000308e+01
3.000000000000000000e+00,2.500000000000000000e+01,2.663531886306806484e+00,1.260000000000000000e+02,4.234002100000000013e+01,-7.110081200000000479e+01,4.234133200000000130e+01,-7.107684700000000078e+01
3.000000000000000000e+00,2.600000000000000000e+01,3.544192347745877214e+00,6.900000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.234152199999999766e+01,-7.106892200000000059e+01
3.000000000000000000e+00,2.700000000000000000e+01,7.408187949229263491e-01,3.700000000000000000e+01,4.234002100000000013e+01,-7.110081200000000479e+01,4.233156699999999972e+01,-7.109473400000000254e+01
